macaulay_photo_catalog_id,macaulay_url,order,family,ebird_species_group,sci_name,common_name,species_category,ebird_species_code,ebird_taxon_order,ebird_checklist_id,species_range,extinct,extinct_year,sex_bird_photo,age_bird_photo,macaulay_photographer_userId,photo_latitude,photo_longitude,macaulay_rating_count_may2021,macaulay_photo_user_rating_may21,photo_width_px,photo_height_px,source,plumageparts_split,plumageparts_mask_filename,plumageparts_segmentation_width_px,plumageparts_segmentation_height_px
135996251,https://macaulaylibrary.org/asset/135996251,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Accipiter rufiventris,Rufous-breasted Sparrowhawk,species,rucspa2,7813,S13042076,,,,Unknown,Unknown,USER358666,-0.3793,37.3104,5.0,4.0,2115.0,1411.0,ebird,train,Accipiter_rufiventris_Unknown_135996251.png,1200,801
136024151,https://macaulaylibrary.org/asset/136024151,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",Corvus tasmanicus,Forest Raven,species,forrav1,20693,S51373915,,,,Unknown,Unknown,USER623069,-43.3651,147.351,11.0,5.0,2772.0,2218.0,ebird,train,Corvus_tasmanicus_Unknown_136024151.png,1200,960
136027441,https://macaulaylibrary.org/asset/136027441,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,Hierococcyx varius,Common Hawk-Cuckoo,species,cohcuc1,3303,S51041571,,,,Unknown,Unknown,USER467746,13.0703,77.7699,23.0,4.608695652,4230.0,2820.0,ebird,train,Hierococcyx_varius_Unknown_136027441.png,1200,800
136115081,https://macaulaylibrary.org/asset/136115081,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",Sterna forsteri,Forster's Tern,species,forter,6477,S51798154,N America; winters s US to Costa Rica and Greater Antilles,,,Unknown,Unknown,USER211084,32.0241,-80.843,37.0,4.945945946,3456.0,2304.0,ebird,train,Sterna_forsteri_Unknown_136115081.png,1200,800
136313061,https://macaulaylibrary.org/asset/136313061,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,Turdus torquatus,Ring Ouzel,species,rinouz1,27643,S51909384,,,,Unknown,Unknown,USER790262,40.0218,-0.9705,54.0,4.814814815,4467.0,2978.0,ebird,train,Turdus_torquatus_Unknown_136313061.png,1200,800
136376011,https://macaulaylibrary.org/asset/136376011,Passeriformes,Tityridae (Tityras and Allies),"Becards, Tityras, and Allies",Schiffornis veraepacis,Northern Schiffornis,species,thlsch2,15223,S51919334,,,,Unknown,Unknown,USER829085,10.6864,-84.2062,6.0,4.666666667,5568.0,3712.0,ebird,val,Schiffornis_veraepacis_Unknown_136376011.png,1200,800
136391361,https://macaulaylibrary.org/asset/136391361,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,Brachypodius eutilotus,Puff-backed Bulbul,species,pubbul1,23457,S51921190,"the Thai-Malay Peninsula, Sumatra, Bangka Island, and Borneo",,,Unknown,Unknown,USER1184221,1.8611,103.8929,3.0,4.666666667,2316.0,3243.0,ebird,train,Brachypodius_eutilotus_Unknown_136391361.png,857,1200
136431251,https://macaulaylibrary.org/asset/136431251,Piciformes,Picidae (Woodpeckers),Woodpeckers,Picus chlorolophus,Lesser Yellownape,species,lesyel1,11022,S51725303,,,,Male,Adult,USER509309,24.4605,97.6319,10.0,4.9,1500.0,1000.0,ebird,train,Picus_chlorolophus_Male_136431251.png,1200,800
136441691,https://macaulaylibrary.org/asset/136441691,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)","Vultures, Hawks, and Allies",Buteogallus lacernulatus,White-necked Hawk,species,whnhaw2,7924,S51842547,Lowland forests of coastal se Brazil,,,Unknown,adult,USER617463,-23.2135,-44.7622,4.0,5.0,3500.0,2333.0,ebird,train,Buteogallus_lacernulatus_Unknown_136441691.png,1200,800
136443081,https://macaulaylibrary.org/asset/136443081,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)","Grouse, Quail, and Allies",Arborophila charltonii,Chestnut-necklaced Partridge,species,chnpar1,1125,S39909401,,,,Unknown,Unknown,USER509309,6.2476,100.8146,5.0,5.0,1500.0,1000.0,ebird,train,Arborophila_charltonii_Unknown_136443081.png,1200,800
136470061,https://macaulaylibrary.org/asset/136470061,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Ornithion brunneicapillus,Brown-capped Tyrannulet,species,brctyr,15778,S51931714,"Costa Rica to w Colombia, nw Ecuador and nw Venezuela",,,Unknown,Adult,USER33705,8.995,-79.5459,3.0,4.666666667,2162.0,1441.0,ebird,train,Ornithion_brunneicapillus_Unknown_136470061.png,1200,800
136473771,https://macaulaylibrary.org/asset/136473771,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),Ovenbirds,Cranioleuca vulpina,Rusty-backed Spinetail,species,rubspi4,14739,S51664092,,,,Unknown,Unknown,USER1102149,-22.6701,-48.0118,4.0,4.5,4383.0,2922.0,ebird,test,Cranioleuca_vulpina_Unknown_136473771.png,1200,800
136484311,https://macaulaylibrary.org/asset/136484311,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Calliope pectoralis,Himalayan Rubythroat,species,himrub1,28324,S37915407,,,,Male,Adult,USER937764,43.0469,76.9618,20.0,4.9,600.0,800.0,ebird,train,Calliope_pectoralis_Male_136484311.png,600,800
136508581,https://macaulaylibrary.org/asset/136508581,Passeriformes,Cotingidae (Cotingas),Cotingas,Carpornis cucullata,Hooded Berryeater,species,hoober2,15087,S51047325,SE Brazil (Espï¿½rito Santo to Rio Grande do Sul),,,Unknown,Unknown,USER127404,-24.2682,-48.4128,7.0,5.0,5049.0,3108.0,ebird,val,Carpornis_cucullata_Unknown_136508581.png,1200,739
136510971,https://macaulaylibrary.org/asset/136510971,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Hirundinea ferruginea,Cliff Flycatcher,species,clifly1,15757,S51113671,,,,,,USER127404,-24.2678,-48.4095,11.0,4.727272727,3059.0,1661.0,ebird,train,Hirundinea_ferruginea_Unknown_136510971.png,1200,652
136516201,https://macaulaylibrary.org/asset/136516201,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Tachyphonus coronatus,Ruby-crowned Tanager,species,ructan1,33445,S51142049,E Paraguay to se Brazil and ne Argentina,,,,,USER127404,-24.2678,-48.4095,8.0,4.75,4455.0,2738.0,ebird,train,Tachyphonus_coronatus_Unknown_136516201.png,1200,738
136517081,https://macaulaylibrary.org/asset/136517081,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Stilpnia cayana,Burnished-buff Tanager,species,bubtan2,33670,S51142049,,,,Unknown,Unknown,USER127404,-24.2678,-48.4095,5.0,5.0,,,ebird,train,Stilpnia_cayana_Unknown_136517081.png,1200,721
136518711,https://macaulaylibrary.org/asset/136518711,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Tangara seledon,Green-headed Tanager,species,grhtan2,33739,S51142049,SE Paraguay to se Brazil and ne Argentina (Misiones),,,Unknown,Unknown,USER127404,-24.2678,-48.4095,36.0,4.75,3776.0,2251.0,ebird,train,Tangara_seledon_Unknown_136518711.png,1200,715
136581031,https://macaulaylibrary.org/asset/136581031,Passeriformes,Locustellidae (Grassbirds and Allies),Grassbirds and Allies,Amphilais seebohmi,Gray Emutail,species,gryemt1,22974,S50883867,Humid grassy swamps of e Madagascar,,,Unknown,Unknown,USER110288,-21.2039,47.369,3.0,4.666666667,2327.0,1551.0,ebird,train,Amphilais_seebohmi_Unknown_136581031.png,1200,800
136619951,https://macaulaylibrary.org/asset/136619951,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Sporophila caerulescens,Double-collared Seedeater,species,docsee1,34240,S51966203,,,,Unknown,Unknown,USER946604,-24.7574,-65.3801,5.0,5.0,3725.0,2488.0,ebird,train,Sporophila_caerulescens_Unknown_136619951.png,1200,802
136646881,https://macaulaylibrary.org/asset/136646881,Piciformes,Picidae (Woodpeckers),Woodpeckers,Melanerpes hypopolius,Gray-breasted Woodpecker,species,grbwoo1,10588,S51975026,Interior sw Mexico (n Guerrero and Morelos to e-central Oaxaca),,,Unknown,Adult,USER979435,16.5596,-96.3538,6.0,4.166666667,1600.0,1067.0,ebird,train,Melanerpes_hypopolius_Unknown_136646881.png,1200,800
136652811,https://macaulaylibrary.org/asset/136652811,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,Melanitta deglandi,White-winged Scoter,species,whwsco2,630,S4099575,Northern North America; winters to coastal s US,,,,,USER127404,41.921,-70.5443,35.0,4.485714286,3311.0,1955.0,ebird,train,Melanitta_deglandi_Unknown_136652811.png,1200,709
136661521,https://macaulaylibrary.org/asset/136661521,Podicipediformes,Podicipedidae (Grebes),Grebes,Podiceps grisegena,Red-necked Grebe,species,rengre,1770,S14203768,,,,Unknown,Unknown,USER127404,61.0776,-149.8262,91.0,4.956043956,4729.0,2635.0,ebird,train,Podiceps_grisegena_Unknown_136661521.png,1200,669
136663831,https://macaulaylibrary.org/asset/136663831,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Tangara florida,Emerald Tanager,species,emetan1,33791,S51650580,,,,Unknown,Unknown,USER236430,10.4361,-84.7107,5.0,4.8,1200.0,800.0,ebird,val,Tangara_florida_Unknown_136663831.png,1200,800
136665411,https://macaulaylibrary.org/asset/136665411,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Amazilia decora,Charming Hummingbird,species,chahum1,4918,S51976821,Pacific slope of sw Costa Rica and extreme w Panama,,,Unknown,Unknown,USER86405,8.6996,-83.2042,6.0,4.833333333,1500.0,998.0,ebird,train,Amazilia_decora_Unknown_136665411.png,1200,798
136670141,https://macaulaylibrary.org/asset/136670141,Passeriformes,Thamnophilidae (Typical Antbirds),Antbirds,Dysithamnus striaticeps,Streak-crowned Antvireo,species,stcant1,12958,S34017045,"Extreme se Honduras, e Nicaragua and Costa Rica",,,Unknown,Unknown,USER86405,10.4361,-84.7107,7.0,4.142857143,1500.0,999.0,ebird,train,Dysithamnus_striaticeps_Unknown_136670141.png,1200,799
136707521,https://macaulaylibrary.org/asset/136707521,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Pinarochroa sordida,Moorland Chat,species,moocha1,28597,S51674966,,,,Unknown,Unknown,USER544538,-0.0005,37.252,10.0,4.9,4497.0,2998.0,ebird,val,Pinarochroa_sordida_Unknown_136707521.png,1200,800
136708001,https://macaulaylibrary.org/asset/136708001,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)","Finches, Euphonias, and Allies",Crithagra striolata,Streaky Seedeater,species,strsee1,31198,S51674966,,,,,,USER544538,-0.0005,37.252,8.0,4.75,3836.0,2557.0,ebird,train,Crithagra_striolata_Unknown_136708001.png,1200,800
136727191,https://macaulaylibrary.org/asset/136727191,Coraciiformes,Alcedinidae (Kingfishers),Kingfishers,Todiramphus sacer,Pacific Kingfisher,species,packin1,9540,S31824287,,,,Unknown,Unknown,USER251325,-16.8279,-179.8852,14.0,4.857142857,1849.0,1040.0,ebird,train,Todiramphus_sacer_Unknown_136727191.png,1200,675
136796681,https://macaulaylibrary.org/asset/136796681,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Muscicapa striata,Spotted Flycatcher,species,spofly1,27688,S51982423,,,,,,USER596603,22.0932,88.7544,49.0,4.836734694,1500.0,844.0,ebird,train,Muscicapa_striata_Unknown_136796681.png,1200,675
137093991,https://macaulaylibrary.org/asset/137093991,Passeriformes,Thamnophilidae (Typical Antbirds),Antbirds,Herpsilochmus parkeri,Ash-throated Antwren,species,astant1,13098,S51790387,E slope of Andes of n-central Peru (San Martï¿½n),,,Male,Adult,USER345168,-6.0754,-76.9763,2.0,3.0,2048.0,1536.0,ebird,train,Herpsilochmus_parkeri_Male_137093991.png,1200,900
137501921,https://macaulaylibrary.org/asset/137501921,Charadriiformes,Haematopodidae (Oystercatchers),Shorebirds,Haematopus fuliginosus,Sooty Oystercatcher,species,soooys1,5601,S51617317,,,,Unknown,Unknown,USER623069,-41.8723,148.3128,24.0,4.958333333,5399.0,3599.0,ebird,val,Haematopus_fuliginosus_Unknown_137501921.png,1200,800
137547431,https://macaulaylibrary.org/asset/137547431,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Phylloscartes flavovirens,Yellow-green Tyrannulet,species,yegtyr1,15500,S50921193,Pacific lowlands of Panama (Canal Zone to e Dariï¿½n),,,,,USER247263,8.9852,-79.5468,10.0,2.9,1813.0,1402.0,ebird,train,Phylloscartes_flavovirens_Unknown_137547431.png,1200,928
137597211,https://macaulaylibrary.org/asset/137597211,Procellariiformes,Procellariidae (Shearwaters and Petrels),"Petrels, Shearwaters, and Diving-Petrels",Pterodroma externa,Juan Fernandez Petrel,species,jufpet,6732,S51105185,Alejandro Selkirk I. (Juan Fernï¿½ndez Islands off Chile),,,Unknown,Unknown,USER142116,-33.6455,-78.8324,5.0,5.0,4851.0,3411.0,ebird,test,Pterodroma_externa_Unknown_137597211.png,1200,844
137617651,https://macaulaylibrary.org/asset/137617651,Passeriformes,Pipridae (Manakins),Manakins,Chiroxiphia lanceolata,Lance-tailed Manakin,species,latman1,14943,S52068195,"SW Costa Rica to n Colombia, n Venezuela and Isla Margarita",,,Unknown,Unknown,USER624253,10.3503,-75.4309,3.0,4.666666667,4608.0,2592.0,ebird,test,Chiroxiphia_lanceolata_Unknown_137617651.png,1200,675
137744491,https://macaulaylibrary.org/asset/137744491,Anseriformes,Anhimidae (Screamers),Screamers,Chauna torquata,Southern Screamer,species,souscr1,213,S52157313,Wet lowlands of se Peru to n Argentina and s Brazil,,,Unknown,Unknown,USER924388,-24.7326,-65.4199,15.0,4.2,4608.0,3456.0,ebird,train,Chauna_torquata_Unknown_137744491.png,1200,900
137752121,https://macaulaylibrary.org/asset/137752121,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",Myiarchus apicalis,Apical Flycatcher,species,apifly1,16539,S52064786,Arid scrub of Colombia (west of the Eastern Andes),,,Unknown,Adult,USER978757,4.843,-75.8186,3.0,5.0,2048.0,1234.0,ebird,train,Myiarchus_apicalis_Unknown_137752121.png,1200,723
137886521,https://macaulaylibrary.org/asset/137886521,Passeriformes,Sturnidae (Starlings),Starlings and Mynas,Acridotheres ginginianus,Bank Myna,species,banmyn1,26787,S51957456,Foothills of e Pakistan to n Nepal and n-central India,,,Unknown,Unknown,USER914590,23.075,72.439,12.0,4.75,3412.0,2284.0,ebird,train,Acridotheres_ginginianus_Unknown_137886521.png,1200,803
137923461,https://macaulaylibrary.org/asset/137923461,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",Corvus pectoralis,Collared Crow,species,colcro1,20696,S52126132,Central and e China to n Vietnam; Hainan and Taiwan,,,,,USER976436,24.4256,118.267,9.0,4.888888889,4432.0,2770.0,ebird,train,Corvus_pectoralis_Unknown_137923461.png,1200,750
137959051,https://macaulaylibrary.org/asset/137959051,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Melopyrrha portoricensis,Puerto Rican Bullfinch,species,purbul1,34347,S52167647,,,,Unknown,Unknown,USER320323,17.9409,-66.9572,5.0,5.0,4912.0,3275.0,ebird,test,Melopyrrha_portoricensis_Unknown_137959051.png,1200,800
138106791,https://macaulaylibrary.org/asset/138106791,Psittaciformes,Psittaculidae (Old World Parrots),"Parrots, Parakeets, and Allies",Trichoglossus forsteni,Sunset Lorikeet,species,railor3,12017,,,,,Unknown,Unknown,USER172565,,,3.0,2.0,1000.0,694.0,ebird,test,Trichoglossus_forsteni_Unknown_138106791.png,1000,694
138224781,https://macaulaylibrary.org/asset/138224781,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,Eudynamys melanorhynchus,Black-billed Koel,species,bkbkoe1,3174,S19594356,,,,Unknown,Unknown,USER272686,0.4655,121.9717,5.0,3.8,3432.0,2288.0,ebird,train,Eudynamys_melanorhynchus_Unknown_138224781.png,1200,800
138401901,https://macaulaylibrary.org/asset/138401901,Passeriformes,Prunellidae (Accentors),Accentors,Prunella himalayana,Altai Accentor,species,himacc1,30287,S51516315,"Mts. of central Asia to Afghanistan, s Tibet and nw India",,,Unknown,Unknown,USER291728,28.2154,85.5186,8.0,4.875,3691.0,2461.0,ebird,train,Prunella_himalayana_Unknown_138401901.png,1200,800
138442681,https://macaulaylibrary.org/asset/138442681,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",Rougetius rougetii,Rouget's Rail,species,rourai1,5136,S43904698,Highlands of Eritrea and Ethiopia,,,Unknown,Adult,USER720811,6.8131,39.8577,10.0,4.8,2048.0,1365.0,ebird,train,Rougetius_rougetii_Unknown_138442681.png,1200,800
138470741,https://macaulaylibrary.org/asset/138470741,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Eumyias indigo,Indigo Flycatcher,species,indfly1,28043,S51719166,,,,,,USER291728,6.0119,116.5345,14.0,4.785714286,3489.0,2326.0,ebird,train,Eumyias_indigo_Unknown_138470741.png,1200,800
138660421,https://macaulaylibrary.org/asset/138660421,Passeriformes,Hirundinidae (Swallows),Martins and Swallows,Petrochelidon nigricans,Tree Martin,species,tremar2,23239,S52323986,,,,Unknown,Unknown,USER623069,-27.4842,153.2434,6.0,5.0,1584.0,1056.0,ebird,train,Petrochelidon_nigricans_Unknown_138660421.png,1200,800
138807321,https://macaulaylibrary.org/asset/138807321,Falconiformes,Falconidae (Falcons and Caracaras),Falcons and Caracaras,Micrastur plumbeus,Plumbeous Forest-Falcon,species,plffal1,11326,S51949290,Humid forests of sw Colombia and nw Ecuador,,,Unknown,Unknown,USER427193,0.5257,-79.2124,10.0,4.6,3629.0,2206.0,ebird,train,Micrastur_plumbeus_Unknown_138807321.png,1200,729
138873481,https://macaulaylibrary.org/asset/138873481,Passeriformes,Troglodytidae (Wrens),Wrens,Campylorhynchus rufinucha,Rufous-naped Wren,species,runwre1,26334,S46447108,,,,Unknown,Unknown,USER551717,14.0093,-87.006,31.0,5.0,2865.0,1910.0,ebird,train,Campylorhynchus_rufinucha_Unknown_138873481.png,1200,800
138876991,https://macaulaylibrary.org/asset/138876991,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,Lagonosticta larvata,Black-faced Firefinch,species,bkffir1,29980,S52263747,,,,Unknown,Unknown,USER548068,8.1792,34.5838,7.0,4.142857143,,,ebird,train,Lagonosticta_larvata_Unknown_138876991.png,1200,777
138891951,https://macaulaylibrary.org/asset/138891951,Passeriformes,Meliphagidae (Honeyeaters),Honeyeaters,Sugomel nigrum,Black Honeyeater,species,blahon1,17135,S38793048,"Arid central Australia, to coasts in central Western Australia",,,Male,Adult,USER714755,-25.2032,130.9762,6.0,5.0,3501.0,2574.0,ebird,val,Sugomel_nigrum_Male_138891951.png,1200,882
138934581,https://macaulaylibrary.org/asset/138934581,Passeriformes,Thamnophilidae (Typical Antbirds),Antbirds,Epinecrophylla fulviventris,Checker-throated Stipplethroat,species,chtant1,12997,S52375755,Honduras to Colombia (lower Cauca Valley) and w Ecuador,,,Male,Adult,USER268324,9.1225,-79.7157,6.0,4.166666667,1680.0,2099.0,ebird,train,Epinecrophylla_fulviventris_Male_138934581.png,960,1200
139036411,https://macaulaylibrary.org/asset/139036411,Galliformes,Odontophoridae (New World Quail),"Grouse, Quail, and Allies",Odontophorus leucolaemus,Black-breasted Wood-Quail,species,bbwqua1,1057,S52383741,Tropical and subtropical forests of Costa Rica and w Panama,,,Unknown,Adult,USER617966,10.3078,-84.8051,8.0,4.0,2500.0,1875.0,ebird,train,Odontophorus_leucolaemus_Unknown_139036411.png,1200,900
139200461,https://macaulaylibrary.org/asset/139200461,Passeriformes,Cisticolidae (Cisticolas and Allies),Cisticolas and Allies,Prinia sylvatica,Jungle Prinia,species,junpri1,22290,S52328038,,,,,,USER914590,17.6548,78.0729,5.0,5.0,2513.0,1773.0,ebird,train,Prinia_sylvatica_Unknown_139200461.png,1200,847
139358461,https://macaulaylibrary.org/asset/139358461,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills),Asian and Grauer's Broadbills,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,species,barbro1,12582,S52043747,,,,Unknown,Unknown,USER291728,5.5376,118.2971,8.0,4.75,,,ebird,train,Cymbirhynchus_macrorhynchos_Unknown_139358461.png,1200,800
139574411,https://macaulaylibrary.org/asset/139574411,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,Sibirionetta formosa,Baikal Teal,species,baitea,415,S52483539,"breeds in northern and eastern Siberia; winters Japan, Korea, and eastern China",,,Male,Juvenile,USER915115,40.02,116.3947,11.0,4.727272727,3456.0,2304.0,ebird,train,Sibirionetta_formosa_Male_139574411.png,1200,800
139693451,https://macaulaylibrary.org/asset/139693451,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,Strepera fuliginosa,Black Currawong,species,blacur2,18931,S51745074,,,,Unknown,Unknown,USER623069,-41.6504,145.9614,4.0,5.0,5568.0,3712.0,ebird,train,Strepera_fuliginosa_Unknown_139693451.png,1200,800
139718771,https://macaulaylibrary.org/asset/139718771,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Garrulax perspicillatus,Masked Laughingthrush,species,maslau1,25488,S50506895,Lowland scrub of s China to Indochina,,,,,USER98119,22.471,113.9986,19.0,4.526315789,4882.0,3051.0,ebird,train,Garrulax_perspicillatus_Unknown_139718771.png,1200,750
140105521,https://macaulaylibrary.org/asset/140105521,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,Coccyzus melacoryphus,Dark-billed Cuckoo,species,dabcuc1,3136,S52549669,"Venezuela to the Guianas, Brazil, n Argentina and Galapagos",,,,,USER295704,26.4551,-80.2175,10.0,4.7,2673.0,4000.0,ebird,train,Coccyzus_melacoryphus_Unknown_140105521.png,802,1200
140302261,https://macaulaylibrary.org/asset/140302261,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Patagioenas flavirostris,Red-billed Pigeon,species,rebpig1,1901,S52473742,,,,Unknown,Unknown,USER92790,27.6601,-99.6669,42.0,4.571428571,2000.0,1333.0,ebird,test,Patagioenas_flavirostris_Unknown_140302261.png,1200,800
140337091,https://macaulaylibrary.org/asset/140337091,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Grammatoptila striata,Striated Laughingthrush,species,strlau2,25368,S52618345,,,,,,USER86405,29.3684,79.4119,11.0,4.818181818,1499.0,1000.0,ebird,train,Grammatoptila_striata_Unknown_140337091.png,1200,801
140355961,https://macaulaylibrary.org/asset/140355961,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Elaenias, Tyrannulets, and Allies",Tyrannulus elatus,Yellow-crowned Tyrannulet,species,yectyr1,15877,S52363908,"SW Costa Rica to n Bolivia, the Guianas and Amazonian Brazil",,,Unknown,Unknown,USER90474,3.6638,-59.3533,13.0,4.384615385,3644.0,2363.0,ebird,train,Tyrannulus_elatus_Unknown_140355961.png,1200,778
140390641,https://macaulaylibrary.org/asset/140390641,Passeriformes,Thraupidae (Tanagers and Allies),Tanagers and Allies,Bangsia aureocincta,Gold-ringed Tanager,species,gortan1,33502,S52502507,Pacific slope of Western Andes of Colombia,,,Unknown,Adult,USER16544,5.2477,-76.1053,18.0,4.055555556,5000.0,3000.0,ebird,train,Bangsia_aureocincta_Unknown_140390641.png,1200,720
140532931,https://macaulaylibrary.org/asset/140532931,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Ptilinopus superbus,Superb Fruit-Dove,species,sufdov1,2549,S52663816,,,,Male,Juvenile,USER505689,-27.4346,152.9975,24.0,4.875,1000.0,730.0,ebird,train,Ptilinopus_superbus_Male_140532931.png,1000,730
140650801,https://macaulaylibrary.org/asset/140650801,Passeriformes,Troglodytidae (Wrens),Wrens,Cantorchilus griseus,Gray Wren,species,grywre1,26503,S52111579,W Amazonian Brazil (sw Amazonas),,,Unknown,Unknown,USER216208,-4.1864,-70.3163,2.0,5.0,1335.0,1068.0,ebird,train,Cantorchilus_griseus_Unknown_140650801.png,1200,960
140771771,https://macaulaylibrary.org/asset/140771771,Podicipediformes,Podicipedidae (Grebes),Grebes,Tachybaptus dominicus,Least Grebe,species,leagre,1750,S52627123,,,,Unknown,Unknown,USER960931,26.1259,-97.9573,106.0,4.924528302,3240.0,2160.0,ebird,train,Tachybaptus_dominicus_Unknown_140771771.png,1200,800
141183721,https://macaulaylibrary.org/asset/141183721,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,Alopecoenas stairi,Shy Ground Dove,species,frgdov1,2118,S52425819,"Fiji, Tonga, Wallis and Futuna Islands, and Samoa",,,Unknown,Unknown,USER406165,-14.1714,-169.6768,4.0,2.25,5184.0,3888.0,ebird,train,Alopecoenas_stairi_Unknown_141183721.png,1200,900
141221121,https://macaulaylibrary.org/asset/141221121,Caprimulgiformes,Trochilidae (Hummingbirds),Hummingbirds,Topaza pyra,Fiery Topaz,species,fietop1,4093,S52112263,,,,Male,Unknown,USER216208,-4.2889,-70.2948,5.0,4.2,1527.0,2036.0,ebird,val,Topaza_pyra_Male_141221121.png,900,1200
141222571,https://macaulaylibrary.org/asset/141222571,Passeriformes,Cotingidae (Cotingas),Cotingas,Cotinga maynana,Plum-throated Cotinga,species,pltcot1,15164,S52112263,Lowlands of se Colombia to n Bolivia and w Amazonian Brazil,,,Female,Unknown,USER216208,-4.2889,-70.2948,4.0,4.25,2464.0,1642.0,ebird,train,Cotinga_maynana_Female_141222571.png,1200,800
141252701,https://macaulaylibrary.org/asset/141252701,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),Laughingthrushes and Allies,Heterophasia desgodinsi,Black-headed Sibia,species,blhsib1,25692,S52016126,,,,Unknown,Unknown,USER97838,25.3051,98.7949,5.0,4.8,1917.0,1438.0,ebird,train,Heterophasia_desgodinsi_Unknown_141252701.png,1200,900
141313061,https://macaulaylibrary.org/asset/141313061,Passeriformes,Troglodytidae (Wrens),Wrens,Thryomanes bewickii,Bewick's Wren,species,bewwre,26300,S52847386,,,,Unknown,Unknown,USER57433,29.6447,-98.4692,53.0,4.603773585,3525.0,2115.0,ebird,train,Thryomanes_bewickii_Unknown_141313061.png,1200,720
141351761,https://macaulaylibrary.org/asset/141351761,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)","Rails, Gallinules, and Allies",Porphyrio melanotus,Australasian Swamphen,species,purswa6,5333,S52861600,,,,Unknown,Unknown,USER623069,-27.4387,153.1432,65.0,4.938461538,4997.0,3331.0,ebird,train,Porphyrio_melanotus_Unknown_141351761.png,1200,800
141364331,https://macaulaylibrary.org/asset/141364331,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,Calliope pectardens,Firethroat,species,fireth1,28321,S35530873,Mts. of se Tibet to w-central China; > to ne Myanmar,,,Male,Adult,USER661977,20.2881,100.0573,92.0,4.869565217,1920.0,1280.0,ebird,val,Calliope_pectardens_Male_141364331.png,1200,800
141375071,https://macaulaylibrary.org/asset/141375071,Passeriformes,Laniidae (Shrikes),Shrikes,Lanius vittatus,Bay-backed Shrike,species,babshr1,20135,S52855712,,,,Unknown,Adult,USER540993,16.8666,75.7367,19.0,4.421052632,3996.0,2845.0,ebird,train,Lanius_vittatus_Unknown_141375071.png,1200,854
